date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,recordDate,adjDividend,dividend
2023-07-13,111.04,111.98,110.4,111.93,101.7,415200,415200,0.89,0.80151,111.3375,"July 13, 23",0.0080151,,,,,
2023-07-12,112.22,112.72,111.09,111.18,101.02,647307,647307,-1.04,-0.92675,111.8025,"July 12, 23",-0.0092675,,,,,
2023-07-11,109.68,111.01,108.96,110.94,100.8,608400,608400,1.26,1.15,110.1475,"July 11, 23",0.0115,,,,,
2023-07-10,108.18,109.38,107.76,109.17,99.19,539501,539501,0.99,0.91514,108.6225,"July 10, 23",0.0091514,,,,,
2023-07-07,109.37,109.85,108.72,108.78,98.84,402700,402700,-0.59,-0.53945,109.18,"July 07, 23",-0.0053945,,,,,
2023-07-06,108.15,110.39,106.42,109.99,99.94,535334,535334,1.84,1.7,108.7375,"July 06, 23",0.017,,,,,
2023-07-05,109.56,111.22,108.46,109.53,99.52,518619,518619,-0.03,-0.02738226,109.6925,"July 05, 23",-0.0002738226,,,,,
2023-07-03,108.57,111.34,108.37,110.12,100.06,338421,338421,1.55,1.43,109.6,"July 03, 23",0.0143,,,,,
2023-06-30,109.41,109.85,107.24,108.87,98.92,1125551,1125551,-0.54,-0.49356,108.8425,"June 30, 23",-0.0049356,,,,,
2023-06-29,107.01,109.35,106.09,108.61,98.69,664845,664845,1.6,1.5,107.765,"June 29, 23",0.015,2023-06-15,2023-07-17,2023-06-30,1,1
2023-06-28,109.82,109.82,107.3,108.02,97.24,1360500,1360500,-1.8,-1.64,108.74,"June 28, 23",-0.0164,,,,,
2023-06-27,108.99,109.77,108.05,109.74,98.79,791334,791334,0.75,0.68814,109.1375,"June 27, 23",0.0068814,,,,,
2023-06-26,105.93,108.79,105.93,108.74,97.89,563700,563700,2.81,2.65,107.3475,"June 26, 23",0.0265,,,,,
2023-06-23,107.89,108.28,105.65,105.86,95.3,1705700,1705700,-2.03,-1.88,106.92,"June 23, 23",-0.0188,,,,,
2023-06-22,111.37,111.37,107.66,108.28,97.47,600300,600300,-3.09,-2.77,109.67,"June 22, 23",-0.0277,,,,,
2023-06-21,110.8,111.53,109.93,110.95,99.88,465245,465245,0.15,0.13538,110.8025,"June 21, 23",0.0013538,,,,,
2023-06-20,112.73,112.73,111.07,111.58,100.44,1060300,1060300,-1.15,-1.02,112.0275,"June 20, 23",-0.0102,,,,,
2023-06-16,112.73,113.36,112.13,113.11,101.82,1259400,1259400,0.38,0.33709,112.8325,"June 16, 23",0.0033709,,,,,
2023-06-15,111.67,112.35,110.64,112.14,100.95,553119,553119,0.47,0.42088,111.7,"June 15, 23",0.0042088,,,,,
2023-06-14,112.81,113.57,111.18,111.76,100.61,720734,720734,-1.05,-0.93077,112.33,"June 14, 23",-0.0093077,,,,,
2023-06-13,111.54,112.82,111.14,112.53,101.3,526500,526500,0.99,0.88757,112.0075,"June 13, 23",0.0088757,,,,,
2023-06-12,112.99,113.04,111.13,111.95,100.78,614939,614939,-1.04,-0.92044,112.2775,"June 12, 23",-0.0092044,,,,,
2023-06-09,113.61,114.04,112.62,113.24,101.94,569204,569204,-0.37,-0.32568,113.3775,"June 09, 23",-0.0032568,,,,,
2023-06-08,113,113.48,110.78,113.28,101.97,785700,785700,0.28,0.24779,112.635,"June 08, 23",0.0024779,,,,,
2023-06-07,110.39,113.85,109.93,113.25,101.95,825647,825647,2.86,2.59,111.855,"June 07, 23",0.0259,,,,,
2023-06-06,109.02,110.06,107.85,109.85,98.89,838498,838498,0.83,0.76133,109.195,"June 06, 23",0.0076133,,,,,
2023-06-05,107.21,109.83,107.06,108.67,97.82,1139033,1139033,1.46,1.36,108.1925,"June 05, 23",0.0136,,,,,
2023-06-02,105.77,108.03,105.67,107.62,96.88,754700,754700,1.85,1.75,106.7725,"June 02, 23",0.0175,,,,,
2023-06-01,104.34,104.75,102.65,104.62,94.18,939696,939696,0.28,0.26835,104.09,"June 01, 23",0.0026835,,,,,
2023-05-31,104.47,105.26,103.6,104.47,94.04,1585038,1585038,0,0,104.45,"May 31, 23",0,,,,,
2023-05-30,104.36,105.24,103.92,104.17,93.77,593724,593724,-0.19,-0.18206,104.4225,"May 30, 23",-0.0018206,,,,,
2023-05-26,102.78,104.18,101.74,103.92,93.55,498546,498546,1.14,1.11,103.155,"May 26, 23",0.0111,,,,,
2023-05-25,104.22,104.29,102.02,102.94,92.67,1115800,1115800,-1.28,-1.23,103.3675,"May 25, 23",-0.0123,,,,,
2023-05-24,105.69,105.7,103.55,103.71,93.36,818200,818200,-1.98,-1.87,104.6625,"May 24, 23",-0.0187,,,,,
2023-05-23,106.44,107.46,105.36,105.87,95.3,530503,530503,-0.57,-0.53551,106.2825,"May 23, 23",-0.0053551,,,,,
2023-05-22,106.45,107.31,105.97,106.27,95.66,543700,543700,-0.18,-0.16909,106.5,"May 22, 23",-0.0016909,,,,,
2023-05-19,107.55,108.29,106.47,106.5,95.87,514629,514629,-1.05,-0.97629,107.2025,"May 19, 23",-0.0097629,,,,,
2023-05-18,106.51,107.49,105.47,106.95,96.28,562529,562529,0.44,0.41311,106.605,"May 18, 23",0.0041311,,,,,
2023-05-17,106.4,106.99,105.51,106.78,96.12,784601,784601,0.38,0.35714,106.42,"May 17, 23",0.0035714,,,,,
2023-05-16,108.83,109.23,106.01,106.1,95.51,769201,769201,-2.73,-2.51,107.5425,"May 16, 23",-0.0251,,,,,
2023-05-15,108.18,112,107.51,108.84,97.98,982300,982300,0.66,0.61009,109.1325,"May 15, 23",0.0061009,,,,,
2023-05-12,111.02,111.2,109.47,110.5,99.47,504045,504045,-0.52,-0.46838,110.5475,"May 12, 23",-0.0046838,,,,,
2023-05-11,109.71,110.95,109.15,110.89,99.82,571017,571017,1.18,1.08,110.175,"May 11, 23",0.0108,,,,,
2023-05-10,111.57,111.73,109.35,110.59,99.55,844600,844600,-0.98,-0.87837,110.81,"May 10, 23",-0.0087837,,,,,
2023-05-09,110.18,111.33,108.81,110.57,99.54,641000,641000,0.39,0.35397,110.2225,"May 09, 23",0.0035397,,,,,
2023-05-08,109.67,111.36,109.67,110.86,99.8,522100,522100,1.19,1.09,110.39,"May 08, 23",0.0109,,,,,
2023-05-05,109.08,110.88,108.87,110.35,99.34,643239,643239,1.27,1.16,109.795,"May 05, 23",0.0116,,,,,
2023-05-04,108.77,110,108.17,108.78,97.92,370200,370200,0.01,0.00919371,108.93,"May 04, 23",9.19371e-05,,,,,
2023-05-03,110.15,111.03,108.73,109.19,98.29,1147700,1147700,-0.96,-0.87154,109.775,"May 03, 23",-0.0087154,,,,,
2023-05-02,110.79,111.31,107.99,109.31,98.4,974200,974200,-1.48,-1.34,109.85,"May 02, 23",-0.0134,,,,,
2023-05-01,109.95,112.21,109.95,111.27,100.17,859851,859851,1.32,1.2,110.845,"May 01, 23",0.012,,,,,
2023-04-28,106.96,110.44,106.96,110.05,99.07,764500,764500,3.09,2.89,108.6025,"April 28, 23",0.0289,,,,,
2023-04-27,104.32,107.1,104.32,106.53,95.9,927367,927367,2.21,2.12,105.5675,"April 27, 23",0.0212,,,,,
2023-04-26,104.64,105.78,103.86,104.03,93.65,774400,774400,-0.61,-0.58295,104.5775,"April 26, 23",-0.0058295,,,,,
2023-04-25,105.82,106.13,104.62,104.86,94.39,519300,519300,-0.96,-0.9072,105.3575,"April 25, 23",-0.009072,,,,,
2023-04-24,107.22,107.34,105.77,106.27,95.66,369640,369640,-0.95,-0.88603,106.65,"April 24, 23",-0.0088603,,,,,
2023-04-21,106.87,106.92,105.18,106.79,96.13,557800,557800,-0.08,-0.0748573,106.44,"April 21, 23",-0.000748573,,,,,
2023-04-20,106.64,106.85,105.92,106.38,95.76,1056100,1056100,-0.26,-0.24381,106.4475,"April 20, 23",-0.0024381,,,,,
2023-04-19,105.07,107.56,104.88,106.91,96.24,508100,508100,1.84,1.75,106.105,"April 19, 23",0.0175,,,,,
2023-04-18,106.42,106.88,105.39,105.95,95.38,605400,605400,-0.47,-0.44165,106.16,"April 18, 23",-0.0044165,,,,,
2023-04-17,103.73,106.6,103.67,106.57,95.93,854200,854200,2.84,2.74,105.1425,"April 17, 23",0.0274,,,,,
2023-04-14,104.54,105.17,102.94,103.44,93.12,841800,841800,-1.1,-1.05,104.0225,"April 14, 23",-0.0105,,,,,
2023-04-13,104.02,104.52,102.54,104.1,93.71,560700,560700,0.08,0.07690829,103.795,"April 13, 23",0.0007690829,,,,,
2023-04-12,105.77,106.07,103.73,103.91,93.54,1150500,1150500,-1.86,-1.76,104.87,"April 12, 23",-0.0176,,,,,
2023-04-11,104.83,105.27,103.95,104.55,94.12,864837,864837,-0.28,-0.2671,104.65,"April 11, 23",-0.002671,,,,,
2023-04-10,103.81,104.87,102.79,104.8,94.34,479000,479000,0.99,0.95367,104.0675,"April 10, 23",0.0095367,,,,,
2023-04-06,103.88,104.64,103.2,104.56,94.12,342100,342100,0.68,0.6546,104.07,"April 06, 23",0.006546,,,,,
2023-04-05,103.25,104.37,103.24,103.49,93.16,503339,503339,0.24,0.23245,103.5875,"April 05, 23",0.0023245,,,,,
2023-04-04,104.27,104.27,102.8,103.58,93.24,608500,608500,-0.69,-0.66174,103.73,"April 04, 23",-0.0066174,,,,,
2023-04-03,104.8,106.05,103.3,103.8,93.44,984608,984608,-1,-0.9542,104.4875,"April 03, 23",-0.009542,,,,,
2023-03-31,103.77,104.95,103.07,104.84,94.38,902137,902137,1.07,1.03,104.1575,"March 31, 23",0.0103,,,,,
2023-03-30,102.9,103.61,102.5,103.21,92.91,672343,672343,0.31,0.30126,103.055,"March 30, 23",0.0030126,2023-02-02,2023-04-17,2023-03-31,1,1
2023-03-29,101.52,102.76,100.86,102.64,91.5,885300,885300,1.12,1.1,101.945,"March 29, 23",0.011,,,,,
2023-03-28,99.05,100.96,98.85,100.51,89.6,684500,684500,1.46,1.47,99.8425,"March 28, 23",0.0147,,,,,
2023-03-27,100.53,101.38,99.79,100,89.15,791500,791500,-0.53,-0.52721,100.425,"March 27, 23",-0.0052721,,,,,
2023-03-24,98.16,99.95,97.74,99.89,89.05,979200,979200,1.73,1.76,98.935,"March 24, 23",0.0176,,,,,
2023-03-23,100,100.8,98.11,98.65,87.94,800600,800600,-1.35,-1.35,99.39,"March 23, 23",-0.0135,,,,,
2023-03-22,101.53,102.26,99.28,99.61,88.8,1244082,1244082,-1.92,-1.89,100.67,"March 22, 23",-0.0189,,,,,
2023-03-21,103.89,104.02,100.79,102.19,91.1,1396640,1396640,-1.7,-1.64,102.7225,"March 21, 23",-0.0164,,,,,
2023-03-20,101.91,103.57,101.16,103.34,92.12,990839,990839,1.43,1.4,102.495,"March 20, 23",0.014,,,,,
2023-03-17,104.96,104.96,101.34,101.72,90.68,2214200,2214200,-3.24,-3.09,103.245,"March 17, 23",-0.0309,,,,,
2023-03-16,106.29,106.52,103.86,105.14,93.73,1072777,1072777,-1.15,-1.08,105.4525,"March 16, 23",-0.0108,,,,,
2023-03-15,107.25,108.39,105.69,107.17,95.54,992165,992165,-0.08,-0.07459207,107.125,"March 15, 23",-0.0007459207,,,,,
2023-03-14,110.03,110.37,107.48,108.18,96.44,1062200,1062200,-1.85,-1.68,109.015,"March 14, 23",-0.0168,,,,,
2023-03-13,106.37,109.81,106.02,108.56,96.78,727246,727246,2.19,2.06,107.69,"March 13, 23",0.0206,,,,,
2023-03-10,110.85,110.99,105.78,106.91,95.31,815693,815693,-3.94,-3.55,108.6325,"March 10, 23",-0.0355,,,,,
2023-03-09,113.65,113.72,110.5,110.79,98.77,861400,861400,-2.86,-2.52,112.165,"March 09, 23",-0.0252,,,,,
2023-03-08,111.87,114.82,111.87,113.38,101.07,997216,997216,1.51,1.35,112.985,"March 08, 23",0.0135,,,,,
2023-03-07,117.13,117.23,111.8,112.02,99.86,1402106,1402106,-5.11,-4.36,114.545,"March 07, 23",-0.0436,,,,,
2023-03-06,116.94,117.84,116.6,117.19,104.47,577200,577200,0.25,0.21378,117.1425,"March 06, 23",0.0021378,,,,,
2023-03-03,114.92,116.94,114.67,116.13,103.53,753200,753200,1.21,1.05,115.665,"March 03, 23",0.0105,,,,,
2023-03-02,111.44,114.21,111.27,114,101.63,863600,863600,2.56,2.3,112.73,"March 02, 23",0.023,,,,,
2023-03-01,113.66,113.95,111.31,111.96,99.81,622457,622457,-1.7,-1.5,112.72,"March 01, 23",-0.015,,,,,
2023-02-28,114.83,116.31,114.48,114.76,102.31,1061000,1061000,-0.07,-0.06095968,115.095,"February 28, 23",-0.0006095968,,,,,
2023-02-27,117.83,117.89,113.93,114.83,102.37,1280100,1280100,-3,-2.55,116.12,"February 27, 23",-0.0255,,,,,
2023-02-24,116.92,117.06,115.3,116.43,103.79,454582,454582,-0.49,-0.41909,116.4275,"February 24, 23",-0.0041909,,,,,
2023-02-23,117.9,119,116.88,118.07,105.26,487564,487564,0.17,0.14419,117.9625,"February 23, 23",0.0014419,,,,,
2023-02-22,118.64,119.33,117.08,117.56,104.8,573500,573500,-1.08,-0.91032,118.1525,"February 22, 23",-0.0091032,,,,,
2023-02-21,119.74,119.74,117.25,118.05,105.24,739100,739100,-1.69,-1.41,118.695,"February 21, 23",-0.0141,,,,,
2023-02-17,119.94,120.65,117.72,120.05,107.02,2437914,2437914,0.11,0.09171252,119.59,"February 17, 23",0.0009171252,,,,,
2023-02-16,119.94,121.46,119.24,120.05,107.02,766300,766300,0.11,0.09171252,120.1725,"February 16, 23",0.0009171252,,,,,
2023-02-15,121.66,121.66,120.2,121.47,108.29,691712,691712,-0.19,-0.15617,121.2475,"February 15, 23",-0.0015617,,,,,
2023-02-14,122.87,123.5,121.17,122.25,108.98,1009100,1009100,-0.62,-0.5046,122.4475,"February 14, 23",-0.005046,,,,,
2023-02-13,123.11,124.45,122.93,123.19,109.82,777900,777900,0.08,0.06498254,123.42,"February 13, 23",0.0006498254,,,,,
2023-02-10,121.48,122.97,121.09,122.82,109.49,581653,581653,1.34,1.1,122.09,"February 10, 23",0.011,,,,,
2023-02-09,124.45,124.95,121.81,122.09,108.84,805810,805810,-2.36,-1.9,123.325,"February 09, 23",-0.019,,,,,
2023-02-08,122.82,124.49,122.7,123.94,110.49,794600,794600,1.12,0.9119,123.4875,"February 08, 23",0.009119,,,,,
2023-02-07,121.69,124.42,121.12,123.66,110.24,1097700,1097700,1.97,1.62,122.7225,"February 07, 23",0.0162,,,,,
2023-02-06,120.06,122.77,119.55,122.44,109.15,860800,860800,2.38,1.98,121.205,"February 06, 23",0.0198,,,,,
2023-02-03,122.5,123.65,120.23,121.74,108.53,1328733,1328733,-0.76,-0.62041,122.03,"February 03, 23",-0.0062041,,,,,
2023-02-02,124.73,127.6,124.73,126.31,112.6,1401994,1401994,1.58,1.27,125.8425,"February 02, 23",0.0127,,,,,
2023-02-01,122.47,124.9,121.18,123.75,110.32,915400,915400,1.28,1.05,123.075,"February 01, 23",0.0105,,,,,
2023-01-31,119.74,123.22,119.37,123.21,109.84,1092822,1092822,3.47,2.9,121.385,"January 31, 23",0.029,,,,,
2023-01-30,120.84,122.03,119.73,119.78,106.78,564700,564700,-1.06,-0.87719,120.595,"January 30, 23",-0.0087719,,,,,
2023-01-27,119.82,122.22,119.7,121.65,108.45,639414,639414,1.83,1.53,120.8475,"January 27, 23",0.0153,,,,,
2023-01-26,119.9,120.48,118.97,119.85,106.84,623200,623200,-0.05,-0.04170142,119.8,"January 26, 23",-0.0004170142,,,,,
2023-01-25,117.66,119.33,117.16,119.27,106.33,1782515,1782515,1.61,1.37,118.355,"January 25, 23",0.0137,,,,,
2023-01-24,115.18,118.12,114.11,118.03,105.22,898745,898745,2.85,2.47,116.36,"January 24, 23",0.0247,,,,,
2023-01-23,114.6,115.6,113.73,114.87,102.4,506014,506014,0.27,0.2356,114.7,"January 23, 23",0.002356,,,,,
2023-01-20,114.66,114.94,113.06,114.68,102.23,872800,872800,0.02,0.01744287,114.335,"January 20, 23",0.0001744287,,,,,
2023-01-19,114.74,116.54,114.38,114.54,102.11,576400,576400,-0.2,-0.17431,115.05,"January 19, 23",-0.0017431,,,,,
2023-01-18,117.92,118.05,115.18,115.26,102.75,549100,549100,-2.66,-2.26,116.6025,"January 18, 23",-0.0226,,,,,
2023-01-17,118.27,119.55,117.6,117.74,104.96,706500,706500,-0.53,-0.44813,118.29,"January 17, 23",-0.0044813,,,,,
2023-01-13,117.2,118.42,116.49,117.95,105.15,795300,795300,0.75,0.63993,117.515,"January 13, 23",0.0063993,,,,,
2023-01-12,118.86,119.6,117.62,118.33,105.49,804532,804532,-0.53,-0.4459,118.6025,"January 12, 23",-0.004459,,,,,
2023-01-11,114.41,118.37,114.09,118.28,105.44,856600,856600,3.87,3.38,116.2875,"January 11, 23",0.0338,,,,,
2023-01-10,113.96,113.96,112.5,113.39,101.08,613200,613200,-0.57,-0.50018,113.4525,"January 10, 23",-0.0050018,,,,,
2023-01-09,113.46,114.56,112.69,113.01,100.75,1114800,1114800,-0.45,-0.39662,113.43,"January 09, 23",-0.0039662,,,,,
2023-01-06,109.99,114.35,109.92,114,101.63,578711,578711,4.01,3.65,112.065,"January 06, 23",0.0365,,,,,
2023-01-05,111.86,112.2,108.6,109.67,97.77,935706,935706,-2.19,-1.96,110.5825,"January 05, 23",-0.0196,,,,,
2023-01-04,111.61,113.38,111.27,112.75,100.51,2109500,2109500,1.14,1.02,112.2525,"January 04, 23",0.0102,,,,,
2023-01-03,112.62,113.21,109.98,110.68,98.67,556600,556600,-1.94,-1.72,111.6225,"January 03, 23",-0.0172,,,,,
2022-12-30,112.34,112.96,110.57,111.88,99.74,555500,555500,-0.46,-0.40947,111.9375,"December 30, 22",-0.0040947,,,,,
2022-12-29,110.57,113.53,109.95,112.94,100.68,946311,946311,2.37,2.14,111.7475,"December 29, 22",0.0214,,,,,
2022-12-28,111.86,112.22,109.79,109.86,97.94,438400,438400,-2,-1.79,110.9325,"December 28, 22",-0.0179,,,,,
2022-12-27,111.36,111.66,110.25,111.51,99.41,311100,311100,0.15,0.1347,111.195,"December 27, 22",0.001347,,,,,
2022-12-23,110.12,111.31,109.47,111.31,99.23,472118,472118,1.19,1.08,110.5525,"December 23, 22",0.0108,,,,,
2022-12-22,109.81,110.54,108.59,110.16,98.2,713216,713216,0.35,0.31873,109.775,"December 22, 22",0.0031873,,,,,
2022-12-21,110.35,111.52,110.01,110.52,98.53,578000,578000,0.17,0.15406,110.6,"December 21, 22",0.0015406,,,,,
2022-12-20,109.56,110.74,108.71,109.8,97.88,918000,918000,0.24,0.21906,109.7025,"December 20, 22",0.0021906,,,,,
2022-12-19,111.98,111.98,109.73,110.39,98.41,669700,669700,-1.59,-1.42,111.02,"December 19, 22",-0.0142,,,,,
2022-12-16,113.12,113.12,110.47,112.2,100.02,1596648,1596648,-0.92,-0.8133,112.2275,"December 16, 22",-0.008133,,,,,
2022-12-15,115.83,116.59,113.87,114.73,102.28,1445800,1445800,-1.1,-0.94967,115.255,"December 15, 22",-0.0094967,2022-12-01,2023-01-17,2022-12-16,0.94,0.94
2022-12-14,118.23,119.75,116.27,116.78,103.27,820100,820100,-1.45,-1.23,117.7575,"December 14, 22",-0.0123,,,,,
2022-12-13,119.68,120,116.4,118.44,104.74,892900,892900,-1.24,-1.04,118.63,"December 13, 22",-0.0104,,,,,
2022-12-12,115.79,116.36,113.8,116.29,102.84,703600,703600,0.5,0.43182,115.56,"December 12, 22",0.0043182,,,,,
2022-12-09,116.15,117.23,115.58,116,102.58,799104,799104,-0.15,-0.12914,116.24,"December 09, 22",-0.0012914,,,,,
2022-12-08,114.5,116.71,114.37,116.21,102.77,990800,990800,1.71,1.49,115.4475,"December 08, 22",0.0149,,,,,
2022-12-07,114.44,115.44,113.58,114.28,101.06,1205598,1205598,-0.16,-0.13981,114.435,"December 07, 22",-0.0013981,,,,,
2022-12-06,116.99,117.06,113.92,114.63,101.37,987200,987200,-2.36,-2.02,115.65,"December 06, 22",-0.0202,,,,,
2022-12-05,118.77,118.77,115.75,116.39,102.92,1164900,1164900,-2.38,-2,117.42,"December 05, 22",-0.02,,,,,
2022-12-02,118.16,120.41,117.86,119.88,106.01,619400,619400,1.72,1.46,119.0775,"December 02, 22",0.0146,,,,,
2022-12-01,121.32,122.27,118.22,119.49,105.67,568432,568432,-1.83,-1.51,120.325,"December 01, 22",-0.0151,,,,,
2022-11-30,116.85,120.36,115.95,120.33,106.41,1105313,1105313,3.48,2.98,118.3725,"November 30, 22",0.0298,,,,,
2022-11-29,115.2,117.9,114.67,117.75,104.13,889703,889703,2.55,2.21,116.38,"November 29, 22",0.0221,,,,,
2022-11-28,117.55,117.9,114.94,115.21,101.88,1293044,1293044,-2.34,-1.99,116.4,"November 28, 22",-0.0199,,,,,
2022-11-25,117.51,118.35,117.1,118.13,104.46,302532,302532,0.62,0.52761,117.7725,"November 25, 22",0.0052761,,,,,
2022-11-23,116.59,117.44,115.82,117.38,103.8,598217,598217,0.79,0.67759,116.8075,"November 23, 22",0.0067759,,,,,
2022-11-22,116.61,117.11,115.77,116.83,103.31,633523,633523,0.22,0.18866,116.58,"November 22, 22",0.0018866,,,,,
2022-11-21,114.28,116.45,114.04,116.25,102.8,880400,880400,1.97,1.72,115.255,"November 21, 22",0.0172,,,,,
2022-11-18,114.92,115.65,113.82,114.82,101.54,769800,769800,-0.1,-0.08701706,114.8025,"November 18, 22",-0.0008701706,,,,,
2022-11-17,113.06,114.52,112.6,113.52,100.39,1213919,1213919,0.46,0.40686,113.425,"November 17, 22",0.0040686,,,,,
2022-11-16,114.31,116.08,113.83,114.31,101.09,1650048,1650048,0,0,114.6325,"November 16, 22",0,,,,,
2022-11-15,113.56,114.98,113,114.63,101.37,954627,954627,1.07,0.94223,114.0425,"November 15, 22",0.0094223,,,,,
2022-11-14,114.9,115.57,111.82,111.87,98.93,868300,868300,-3.03,-2.64,113.54,"November 14, 22",-0.0264,,,,,
2022-11-11,116.2,117,114.42,115.23,101.9,725823,725823,-0.97,-0.83477,115.7125,"November 11, 22",-0.0083477,,,,,
2022-11-10,114.14,116.56,113.25,116.2,102.76,736100,736100,2.06,1.8,115.0375,"November 10, 22",0.018,,,,,
2022-11-09,109.61,110.65,108.83,109.37,96.72,575448,575448,-0.24,-0.21896,109.615,"November 09, 22",-0.0021896,,,,,
2022-11-08,110.25,110.76,108.9,109.85,97.14,596500,596500,-0.4,-0.36281,109.94,"November 08, 22",-0.0036281,,,,,
2022-11-07,112.11,112.51,108.47,109.64,96.96,984601,984601,-2.47,-2.2,110.6825,"November 07, 22",-0.022,,,,,
2022-11-04,110.76,111.88,107.9,111.5,98.6,1211169,1211169,0.74,0.66811,110.51,"November 04, 22",0.0066811,,,,,
2022-11-03,110.75,111.57,108.04,110.08,97.34,1252238,1252238,-0.67,-0.60497,110.11,"November 03, 22",-0.0060497,,,,,
2022-11-02,114.9,115.92,111.65,111.89,98.95,815300,815300,-3.01,-2.62,113.59,"November 02, 22",-0.0262,,,,,
2022-11-01,116.67,116.67,114.83,115.4,102.05,664900,664900,-1.27,-1.09,115.8925,"November 01, 22",-0.0109,,,,,
2022-10-31,114.38,116.16,113.41,115.55,102.18,1085432,1085432,1.17,1.02,114.875,"October 31, 22",0.0102,,,,,
2022-10-28,110.97,115.36,110.75,114.98,101.68,1126612,1126612,4.01,3.61,113.015,"October 28, 22",0.0361,,,,,
2022-10-27,115.7,117.29,114.44,114.9,101.61,831800,831800,-0.8,-0.69144,115.5825,"October 27, 22",-0.0069144,,,,,
2022-10-26,116.74,117.45,114.37,115.06,101.75,914228,914228,-1.68,-1.44,115.905,"October 26, 22",-0.0144,,,,,
2022-10-25,113.65,117.47,112.95,116.77,103.26,2174386,2174386,3.12,2.75,115.21,"October 25, 22",0.0275,,,,,
2022-10-24,115.16,115.29,112.46,113,99.93,750600,750600,-2.16,-1.88,113.9775,"October 24, 22",-0.0188,,,,,
2022-10-21,112.61,113.93,110.77,113.89,100.71,698853,698853,1.28,1.14,112.8,"October 21, 22",0.0114,,,,,
2022-10-20,113.33,114.42,111.6,112.27,99.28,766900,766900,-1.06,-0.93532,112.905,"October 20, 22",-0.0093532,,,,,
2022-10-19,114.54,114.74,111.75,112.73,99.69,521328,521328,-1.81,-1.58,113.44,"October 19, 22",-0.0158,,,,,
2022-10-18,116.78,118.46,115,115.46,102.1,1141146,1141146,-1.32,-1.13,116.425,"October 18, 22",-0.0113,,,,,
2022-10-17,112.98,115.76,112.36,115.41,102.06,721528,721528,2.43,2.15,114.1275,"October 17, 22",0.0215,,,,,
2022-10-14,115.72,115.93,110.45,110.68,97.88,608700,608700,-5.04,-4.36,113.195,"October 14, 22",-0.0436,,,,,
2022-10-13,110.5,114.85,109.66,114.41,101.17,560211,560211,3.91,3.54,112.355,"October 13, 22",0.0354,,,,,
2022-10-12,112.98,112.98,110.84,112.14,99.17,501029,501029,-0.84,-0.74349,112.235,"October 12, 22",-0.0074349,,,,,
2022-10-11,111.67,114.04,111.24,113.46,100.33,731945,731945,1.79,1.6,112.6025,"October 11, 22",0.016,,,,,
2022-10-10,113.5,114.24,111.66,111.98,99.03,2083400,2083400,-1.52,-1.34,112.845,"October 10, 22",-0.0134,,,,,
2022-10-07,115.19,115.65,112.4,113,99.93,816700,816700,-2.19,-1.9,114.06,"October 07, 22",-0.019,,,,,
2022-10-06,119.17,119.99,116.27,116.37,102.91,818000,818000,-2.8,-2.35,117.95,"October 06, 22",-0.0235,,,,,
2022-10-05,121.56,122.15,118.52,119.42,105.6,723639,723639,-2.14,-1.76,120.4125,"October 05, 22",-0.0176,,,,,
2022-10-04,122.84,124.35,122.08,123.14,108.89,925100,925100,0.3,0.24422,123.1025,"October 04, 22",0.0024422,,,,,
2022-10-03,121.29,123.43,120.01,122.12,107.99,1133422,1133422,0.83,0.68431,121.7125,"October 03, 22",0.0068431,,,,,
2022-09-30,119.5,120.12,118.33,119.45,105.63,1310700,1310700,-0.05,-0.041841,119.35,"September 30, 22",-0.00041841,,,,,
2022-09-29,118.75,119.39,116.77,118.22,104.54,736328,736328,-0.53,-0.44632,118.2825,"September 29, 22",-0.0044632,2022-09-15,2022-10-17,2022-09-30,0.94,0.94
2022-09-28,118.83,120.82,117.22,120.36,105.6,943203,943203,1.53,1.29,119.3075,"September 28, 22",0.0129,,,,,
2022-09-27,119.56,120.49,117.04,117.32,102.93,761722,761722,-2.24,-1.87,118.6025,"September 27, 22",-0.0187,,,,,
2022-09-26,121.27,121.45,118.06,118.72,104.16,1498751,1498751,-2.55,-2.1,119.875,"September 26, 22",-0.021,,,,,
2022-09-23,121.93,125.03,121.18,121.95,107,1035600,1035600,0.02,0.01640285,122.5225,"September 23, 22",0.0001640285,,,,,
2022-09-22,122.29,123.36,120.92,122.77,107.71,885100,885100,0.48,0.39251,122.335,"September 22, 22",0.0039251,,,,,
2022-09-21,124.76,125.87,122.45,122.45,107.43,670247,670247,-2.31,-1.85,123.8825,"September 21, 22",-0.0185,,,,,
2022-09-20,126.84,126.99,122.8,124.11,108.89,824500,824500,-2.73,-2.15,125.185,"September 20, 22",-0.0215,,,,,
2022-09-19,127.52,128.49,125.64,127.89,112.21,775200,775200,0.37,0.29015,127.385,"September 19, 22",0.0029015,,,,,
2022-09-16,129.46,129.46,127.09,129,113.18,1160300,1160300,-0.46,-0.35532,128.7525,"September 16, 22",-0.0035532,,,,,
2022-09-15,130.87,131.67,128.99,129.13,113.29,757929,757929,-1.74,-1.33,130.165,"September 15, 22",-0.0133,,,,,
2022-09-14,131.69,132.29,129.12,130.76,114.72,911233,911233,-0.93,-0.7062,130.965,"September 14, 22",-0.007062,,,,,
2022-09-13,132.81,133.82,131.57,132.32,116.09,763715,763715,-0.49,-0.36895,132.63,"September 13, 22",-0.0036895,,,,,
